640,640 ,WEST 26TH STREET
644,644 ,BROADWAY
645,645 ,WEST 30 ST
655,655 ,ST NICHOLAS AVE
666,666 ,WEST 133RD STREET
666,666 ,WEST 133RD STREET
666,666 ,W133RD ST
673,673 ,WEST 125TH ST
684,684 ,BROADWAY
700,700 ,EAST 16TH STREET
700,700 ,EAST 16TH STREET
700,700 ,EAST 16TH ST
700,700 ,EAST 16TH ST
700,700 ,EAST 16 ST
700,700 ,E 16TH ST
713,7-13 ,WASHINGTON SQUARE NORTH
723,723 ,EAST 13TH STREET
723,723 ,EAST 13TH STREET
723,723 ,EAST 13TH STREET
723,723 ,EAST 13TH STREET
723,723 ,EAST 13TH STREET
723,723 ,EAST 13TH STREET
723,723 ,EAST 13TH STREET
723,723 ,EAST 13TH ST SUB STATION
723,723 ,EAST 13TH ST
723,723 ,EAST 13TH ST
723,723 ,EAST 13TH ST
723,723 ,EAST 13TH ST
723,723 ,EAST 13TH ST
723,723 ,EAST 13TH ST
723,723 ,EAST 13TH ST
723,723 ,EAST 13TH ST
723,723 ,EAST 13 STREET.  SUBSTATION
723,723 ,EAST 13 STREET.  SUBSTATION
723,723 ,EAST 13 STREET.  SUBSTATION
723,723 ,EAST 13 STREET.   SUBSTATION
723,723 ,EAST 13 STREET.    SUBSTATION
723,723 ,E13TH ST
723,723 ,E 13TH ST
725,725 ,WEST 135TH STREET
735,735 ,WEST END AVE
759,75 9,TH AVE
780,780 ,WEST END AVE
800,800 ,ST NICHOLAS AVE
800,800 ,ST NICHOLAS AVE
800,800 ,EAST 14TH ST
800,800 ,EAST 14 ST
800,800 ,EAST 13TH ST
800,800 ,E 13TH ST
801,801 ,EAST 14TH STREET
801,801 ,EAST 14TH STREET
801,801 ,EAST 14TH STREET
801,801 ,EAST 14TH STREET
801,801 ,EAST 14TH STREET
801,801 ,EAST 14TH STREET
801,801 ,EAST 14TH STREET
801,801 ,EAST 14TH STREET
801,801 ,EAST 14TH STREET
801,801 ,EAST 14TH STREET
801,801 ,EAST 14TH STREET
801,801 ,EAST 14TH STREET
801,801 ,EAST 14TH ST
801,801 ,EAST 14TH ST
801,801 ,EAST 14TH ST
801,801 ,EAST 14TH ST
801,801 ,EAST 14 STREET.  SUBSTATION
801,801 ,E14th St
819,819 ,FDR DRIVE
1115,11-15 ,Leonard St
1185,1185 ,BROADWAY
1249,1249 ,PARK AVE
1405,1405 ,PARK AVE
1412,141 2,ND AVE
1441,1441 ,BROADWAY
1452,145 2,ND AVE
1477,147 7,TH AVE
1477,147 7 ,AVE
1477,147 7 ,AVE
1485,1485 ,PARK AVENUE
1674,1674 ,BROADWAY
1713,1713 ,MADISON AVE
1740,1740 ,MADISON AVENUE
1774,1774 ,LEXINGTON AVE
1806,1806 ,FIRST AVE
1822,182 2,ND AVE
1901,1901 ,FIRST AVENUE
1901,1901 ,FIRST AVENUE
1901,1901 ,FIRST AVE
1955,1955 ,SECOND AVE
1955,1955 ,SECOND AVE
2135,2135 ,WEST 22ND ST
2501,2501 ,AMSTERDAM AVE
2581,2581 ,ADAM CLAYTON POWELL JR BLVD
3117,3117 ,BROADWAY
3162,316 2,ND AVE
3225,3225 ,BROADWAY
3337,333 7,TH AVE
3842,38-42 ,EAST 29TH ST
3915,3915 ,BROADWAY
3961,3961 ,TENTH AVE
4275,4275 ,BROADWAY
4275,4275 ,BROADWAY
4650,4650 ,BROADWAY
4721,472 1,ST AVENUE
4778,4778 ,BROADWAY
5109,510 9,TH AVE (BETW 38TH ANSD 39TH)
5557,55 - 57 ,PARK TERRACE EAST
6567,65-67 ,PARK TERRACE EAST
6829,682 9,TH AVE
7072,70-72 ,PARK TERRACE WEST
7577,75-77 ,PARK TERRACE WEST
11095,1109 5,th ave
13675,1367 5,TH AVENUE
16763,1676 3,RD AVE
17743,1774 3,RD AVE
17900,179 -00 ,LINDEN BLVD
19011,1901 1,ST AVE
19882,1988 2,ND AVE
20408,2040 8,TH AVE
23601,2360 1,ST AVENUE
28111,281 11,TH AVE
32710,327 10,TH AVE
32710,327 10,TH AVE
40369,4036 9,TH AVE
41689,4168 9,TH AV
43403,4340 3,RD AVE
44010,440 10,TH AVE
45063,450 63,RD ST
45611,456 11,TH AVE
52311,523 11,TH AVENUE
52311,523 11,TH AVENUE
61711,617 11,TH AVE
70011,700 11,TH AVE
70011,700 11,TH AVE
72611,726 11,TH AVE
78310,783 10,TH AVENUE
78310,783 10,TH AVENUE
85012,850 12,TH AVE
85012,850 12,TH AVE
85012,850 12,TH AVE
85012,850 12,TH AVE
103107,103-107 ,WEST 108TH ST
121131,121-131 ,BENNETT AVENUE
140526,140-52 6,TH AVE
140526,140-52 6,TH AVE
146150,146-150 ,WOOSTER STREET
151159,151-159 ,WEST 108 ST
156168,156-168 ,NAGLE AVE
173179,173-179 ,JOHN STREET
240242,240-242 ,WEST 116TH ST
273275,273-275 ,GRAND ST
312318,312-318 ,EAST 95TH STREET (SOURCE SITE)
393610,3936 10,TH AVE
393610,3936 10,TH AVE
406510,4065 10,TH AVE
406510,4065 10,TH AVE
425201,425 201,ST ST
489493,489-493 ,CANAL STREET
505509,505-509 ,WEST 41ST ST
531535,531-535 ,WEST 25 ST
538544,538 -544 ,HUDSON ST
1373091,137-30 91,ST AVE
40704076,4070-4076 ,BROADWAY
180418062,1804-1806 2,ND AVE
