QN,2808,42,57,57 ,DRIVE,4028080042,,,
QN,15527,1,1346,13-46 ,BEACH CHANNEL DRIVE,4155270001,1052474,160338,
QN,15664,53,1378,13-78 ,EGGERT PLACE,4156640053,1051238,161007,
QN,755,75,1919,19-19 ,HAZEN STREET,4007550075,1013938,221025,
QN,577,19,3049,30-49 ,CRESCENT STREET,4005770019,1004949,218774,
QN,4406,32,3106,31-06 ,FARRINGTON STREET,4044060032,1030032,219442,
QN,4950,48,3202,32-02 ,LINDEN PLACE,4049500048,1030707,218904,
QN,257,1,3269,32-69 ,GALE AVENUE,4002570001,1002763,208247,
QN,257,1,3269,32-69 ,GALE AVENUE,4002570001,1002763,208247,
QN,257,1,3269,32-69 ,GALE AVENUE,4002570001,1002763,208247,
QN,4963,212,3532,35-32 ,COLLEGE POINT BLVD,4049630212,1029696,216897,
QN,312,279,3798,3798 ,RAILROAD AVENUE,4003120279,1001269,205815,
QN,312,500,3854,38-54 ,RAILROAD AVENUE,4003120500,1002425,205289,
QN,312,348,3870,38-70 ,REVIEW AVENUE,4003120348,1002637,205205,
QN,312,349,3878,38-78 ,REVIEW AVENUE,4003120349,1002550,205229,
QN,312,1362,3884,38-84 ,RAILROAD AVENUE,4003121362,1002292,205330,
QN,312,330,3930,39-30 ,REVIEW AVENUE,4003120330,1002939,205054,
QN,5140,40,4353,43-53 ,MAIN STREET,4051400040,1032582,213073,
QN,5202,6,4510,45-10 ,BOWNE STREET,4052020006,1034565,213867,
QN,15842,100,5115,51-15 ,BEACH CHANNEL DRIVE,4158420100,1044943,155979,
QN,2611,136,5118,51-18 ,GRAND AVENUE,4026110136,1007449,200302,
QN,2631,127,5620,56-20 ,GRAND AVENUE,4026310127,1008471,201241,
QN,2631,127,5620,56-20 ,GRAND AVENUE,4026310127,1008471,201241,
QN,2747,18,6090,60-90 ,ELIOT AVENUE,4027470018,1011424,199378,
QN,2747,18,6090,60-90 ,ELIOT AVENUE,4027470018,1011424,199378,
QN,6901,42,6120,61-20 ,FRESH MEADOW LANE,4069010042,1040768,208053,
QN,1190,41,6307,63-07 ,BROADWAY,4011900041,1012274,212565,
QN,1190,41,6307,63-07 ,BROADWAY,4011900041,1012274,212565,
QN,6507,1,6325,63-25 ,MAIN STREET,4065070001,1033238,207987,
QN,3632,1,6402,64-02 ,CATALPA AVENUE,4036320001,1013764,195875,
QN,16077,28,7210,72-10 ,BEACH CHANNEL DRIVE,4160770028,1039521,154738,
QN,3811,58,7338,73-38 ,COOPER AVENUE,4038110058,1018588,196372,
QN,3811,58,7338,73-38 ,COOPER AVENUE,4038110058,1018588,196372,
QN,3811,58,7338,73-38 ,COOPER AVENUE,4038110058,1018588,196372,
QN,2844,46,7401,74-01 ,ELIOT AVENUE,4028440046,1015990,202474,
QN,2844,46,7401,74-01 ,ELIOT AVENUE,4028440046,1015990,202474,
QN,2844,46,7401,74-01 ,ELIOT AVENUE,4028440046,1015990,202474,
QN,3178,70,7541,75-41 ,YELLOWSTONE BLVD,4031780070,1023335,199460,
QN,3178,70,7541,75-41 ,YELLOWSTONE BLVD,4031780070,1023335,199460,
QN,3178,70,7541,75-41 ,YELLOWSTONE BLVD,4031780070,1023335,199460,
QN,3178,70,7541,75-41 ,YELLOWSTONE BLVD,4031780070,1023335,199460,
QN,8555,60,7740,77-40 ,HEWLETT STREET,4085550060,1066676,213658,
QN,9033,1,9302,93-02 ,ATLANTIC AVENUE,4090330001,1026068,189871,
QN,9444,6,12712,127-12 ,ATLANTIC AVENUE,4094440006,1034076,192785,
QN,9620,1,13850,138-50 ,HILLSIDE AVENUE,4096200001,1035613,195817,E-175
QN,11926,88,13916,139-16 ,GLASSBORO AVENUE,4119260088,1038345,189159,
QN,12495,45,16702,167-02 ,BAISLEY BOULEVARD,4124950045,1046399,186972,
QN,9909,1,18711,187-11 ,JAMAICA AVENUE,4099090001,1047438,198236,E-175
QN,10496,52,20206,202-06 ,HILLSIDE AVENUE,4104960052,1050349,201633,
QN,10836,57,21152,211-52 ,JAMAICA AVENUE,4108360057,1054304,199951,
QN,10681,51,21201,212-01 ,HILLSIDE AVENUE,4106810051,1052406,203521,
QN,7609,1,21902,219-02 ,HORACE HARDING EXPWY,4076090001,1051205,211985,
QN,12958,114,21925,219-25 ,MERRICK BOULEVARD,4129580114,1053824,186867,E-219
QN,10757,32,22320,223-20 ,BRADDOCK AVENUE,4107570032,1058011,204534,
QN,7909,1,24115,241-15 ,HILLSIDE AVENUE,4079090001,1060482,206828,
QN,7909,1,24115,241-15 ,HILLSIDE AVENUE,4079090001,1060482,206828,
QN,27,37,53846,5-38 46 ,AVENUE,4000270037,997054,211381,
QN,448,24,102044,10-20 44 ,ROAD,4004480024,997918,212277,
QN,113,35,271049,27-10 49 ,AVENUE,4001130035,1000430,209174,
QN,382,11,381131,38-11 31 ,STREET,4003820011,1003063,213695,E-218
QN,1238,6,396552,39-65 52 ,STREET,4012380006,1008636,211336,
QN,1701,37,1060632,106-06 32 ,AVENUE,4017010037,1022248,216048,
QN,1638,25,2344102,23-44 102 ,STREET,4016380025,1020610,218974,
QN,6314,17,4022221,40-22 221 ,STREET,4063140017,1050044,218059,
QN,7205,44,7559188,75-59 188 ,STREET,4072050044,1044932,205203,
QN,9767,5,8855161,88-55 161 ,STREET,4097670005,1039731,196834,
QN,10624,27,9242212,92-42 212 ,PLACE,4106240027,1054205,201380,
QN,8005,190,9307241,93-07 241 ,STREET,4080050190,1060059,203339,
QN,10928,56,10929192,109-29 192 ,STREET,4109280056,1049790,195683,
QN,13171,24,13723230,137-23 230 ,STREET,4131710024,1055642,184218,
QN,10043,20,14427105,144-27 105 ,AVENUE,4100430020,1037624,191707,
QN,10334,15,17720106,177-20 106 ,AVENUE,4103340015,1045246,195477,
QN,10767,24,21840100,218-40 100 ,AVENUE,4107670024,1057321,199807,
